"word1","freq"
"panels",10
"parade",10
"patterns",10
"performances",10
"persons",10
"phil",10
"photography",10
"pointing",10
"poll",10
"poop",10
"port",10
"postseason",10
"pride",10
"printing",10
"prompted",10
"protest",10
"providers",10
"publicly",10
"punk",10
"purchased",10
"purchases",10
"quietly",10
"quotes",10
"racist",10
"rack",10
"raising",10
"rapidly",10
"reaches",10
"reads",10
"recommended",10
"refer",10
"rehab",10
"relatives",10
"replied",10
"representative",10
"requiring",10
"resolve",10
"resulting",10
"rhythm",10
"rob",10
"rocket",10
"rome",10
"ross",10
"runners",10
"rural",10
"rushed",10
"scandal",10
"scream",10
"selected",10
"senators",10
"server",10
"severe",10
"sheets",10
"shore",10
"shy",10
"significantly",10
"signing",10
"singer",10
"singles",10
"sins",10
"slice",10
"slipped",10
"smoked",10
"soldiers",10
"someday",10
"sophisticated",10
"sore",10
"sorts",10
"sought",10
"spare",10
"spotlight",10
"spotted",10
"squad",10
"stands",10
"stats",10
"steep",10
"stops",10
"stranger",10
"strikes",10
"subjects",10
"substance",10
"subway",10
"surprising",10
"surrounded",10
"suspects",10
"sweat",10
"syrup",10
"tasting",10
"teammate",10
"technically",10
"temperatures",10
"temporary",10
"tennessee",10
"terror",10
"thanksgiving",10
"theaters",10
"throat",10
"thursdays",10
"tigers",10
"timing",10
"ton",10
"tone",10
"toss",10
"tourist",10
"travelers",10
"trends",10
"ultimate",10
"unexpected",10
"unions",10
"universities",10
"venue",10
"viewers",10
"vikings",10
"vision",10
"vocals",10
"voted",10
"waited",10
"walmart",10
"warned",10
"washing",10
"waves",10
"wayne",10
"wealthy",10
"wee",10
"weekends",10
"widely",10
"wildlife",10
"wing",10
"wisdom",10
"worldwide",10
"worries",10
"yarn",10
"yogurt",10
"yummy",10
"abortion",9
"acknowledged",9
"adjust",9
"aged",9
"aids",9
"aim",9
"allen",9
"alongside",9
"alot",9
"alright",9
"amendment",9
"ann",9
"anyways",9
"applications",9
"appointment",9
"approaching",9
"argue",9
"assembly",9
"assist",9
"atmosphere",9
"attending",9
"avengers",9
"bail",9
"baked",9
"banana",9
"barrel",9
"beautifully",9
"beings",9
"beneath",9
"bid",9
"bitches",9
"blanket",9
"blessings",9
"boiling",9
"bone",9
"bother",9
"breathing",9
"bride",9
"brooklyn",9
"brooks",9
"buck",9
"buffalo",9
"buttons",9
"buzz",9
"campaigns",9
"cans",9
"carpenter",9
"carroll",9
"casinos",9
"causing",9
"centre",9
"charity",9
"charming",9
"chasing",9
"cheer",9
"cheers",9
"chelsea",9
"cherry",9
"cigarettes",9
"citing",9
"climb",9
"clip",9
"clippers",9
"cloud",9
"colored",9
"colts",9
"combine",9
"communicate",9
"complain",9
"complaint",9
"complaints",9
"completing",9
"concerts",9
"conducted",9
"congratulations",9
"connect",9
"conscience",9
"consideration",9
"contrary",9
"contributions",9
"controversial",9
"conventional",9
"convince",9
"cop",9
"corporation",9
"cosmetics",9
"counties",9
"countrys",9
"cousin",9
"cousins",9
"covering",9
"covers",9
"creek",9
"crossroads",9
"cupcake",9
"dating",9
"dealt",9
"defeat",9
"dennis",9
"departments",9
"deputies",9
"description",9
"desires",9
"dessert",9
"detective",9
"dig",9
"disability",9
"disappeared",9
"discipline",9
"discussions",9
"diverse",9
"divide",9
"dm",9
"doll",9
"dominated",9
"donate",9
"download",9
"drawings",9
"duke",9
"eagles",9
"earnings",9
"egypt",9
"elementary",9
"embarrassing",9
"employers",9
"endless",9
"enthusiasm",9
"equality",9
"exhibition",9
"existence",9
"exit",9
"expenses",9
"explore",9
"exposed",9
"extension",9
"fallen",9
"fathers",9
"fault",9
"fears",9
"ferry",9
"festivals",9
"firing",9
"fiscal",9
"fixed",9
"flew",9
"flu",9
"forgiven",9
"formally",9
"fort",9
"frankly",9
"freaking",9
"fridge",9
"fried",9
"frustrated",9
"frustrating",9
"gallery",9
"gathering",9
"generated",9
"genuine",9
"gig",9
"glorious",9
"glory",9
"glow",9
"graphics",9
"guidelines",9
"handled",9
"happily",9
"harm",9
"height",9
"hero",9
"heroes",9
"hidden",9
"high-profile",9
"hockey",9
"hood",9
"hotels",9
"hugs",9
"hunters",9
"hurts",9
"iii",9
"improvements",9
"impulse",9
"independence",9
"initiative",9
"innocent",9
"inspire",9
"institution",9
"integrity",9
"intelligence",9
"intent",9
"intimate",9
"investigating",9
"investor",9
"iraq",9
"iv",9
"jewelry",9
"jimmy",9
"jokes",9
"jordan",9
"jumps",9
"karen",9
"knit",9
"korea",9
"korean",9
"kurt",9
"lace",9
"landed",9
"laura",9
"le",9
"liability",9
"liberal",9
"liking",9
"linked",9
"lions",9
"literature",9
"loans",9
"logo",9
"longest",9
"lottery",9
"lover",9
"madison",9
"maintenance",9
"managers",9
"maps",9
"matching",9
"memorable",9
"mere",9
"milwaukee",9
"ministry",9
"mixtape",9
"mount",9
"mt",9
"nate",9
"necessarily",9
"northwest",9
"nuggets",9
"occur",9
"openly",9
"opponents",9
"opposing",9
"opposition",9
"oscars",9
"oz",9
"palace",9
"pastor",9
"pearl",9
"penalty",9
"pit",9
"pitches",9
"platform",9
"plaza",9
"plea",9
"pole",9
"poster",9
"prahlow",9
"pregnancy",9
"presents",9
"presidents",9
"pretend",9
"priority",9
"promises",9
"protecting",9
"proven",9
"pub",9
"punishment",9
"qualified",9
"quest",9
"races",9
"rachel",9
"racism",9
"rainbow",9
"ravens",9
"react",9
"recalled",9
"receiving",9
"regarding",9
"registered",9
"relations",9
"relative",9
"relax",9
"relevant",9
"rental",9
"replaced",9
"requests",9
"researchers",9
"resolved",9
"reverse",9
"reviewing",9
"riley",9
"rip",9
"roasted",9
"roberts",9
"roster",9
"rubber",9
"ruin",9
"ruth",9
"salmon",9
"salvador",9
"sample",9
"sandwiches",9
"script",9
"seal",9
"searches",9
"sells",9
"sensitive",9
"sentiment",9
"servants",9
"sessions",9
"settle",9
"shirts",9
"shorter",9
"shorts",9
"showers",9
"sigh",9
"sir",9
"sizes",9
"skillet",9
"slide",9
"soda",9
"sooner",9
"sophomore",9
"spaces",9
"specialist",9
"spinach",9
"spinning",9
"starbucks",9
"stared",9
"steal",9
"stopping",9
"strawberries",9
"stream",9
"strengthen",9
"strongly",9
"struggled",9
"submitted",9
"subtle",9
"sue",9
"sunset",9
"sunshine",9
"supported",9
"sustainable",9
"tags",9
"tales",9
"tap",9
"tastes",9
"taxpayers",9
"tear",9
"technique",9
"ted",9
"teenager",9
"tested",9
"testimony",9
"thankfully",9
"thirty",9
"thousand",9
"threatened",9
"thrown",9
"til",9
"tobacco",9
"today’s",9
"touchdown",9
"touching",9
"toy",9
"trail",9
"trayvon",9
"trenton",9
"twenty",9
"twilight",9
"understands",9
"universal",9
"urged",9
"utility",9
"utterly",9
"vary",9
"veteran",9
"veterans",9
"vinegar",9
"visible",9
"weapon",9
"weapons",9
"wider",9
"wings",9
"witnesses",9
"worrying",9
"worthy",9
"wrapped",9
"year’s",9
"yelled",9
"yield",9
"-mile",8
"-minute",8
"aboard",8
"acceptance",8
"acres",8
"actively",8
"addresses",8
"admission",8
"advocacy",8
"afterward",8
"aging",8
"agriculture",8
"alabama",8
"albert",8
"americas",8
"amid",8
"anderson",8
"animation",8
"anne",8
"anytime",8
"appeals",8
"applying",8
"appreciation",8
"arrests",8
"arrival",8
"aspects",8
"assignment",8
"assured",8
"attach",8
"attendance",8
"aw",8
"badly",8
"baker",8
"basket",8
"bass",8
"bat",8
"beast",8
"behalf",8
"belgium",8
"beloved",8
"benjamin",8
"birthdays",8
"bits",8
"bitterness",8
"bless",8
"blind",8
"bloom",8
"bones",8
"boo",8
"boot",8
"bored",8
"breeze",8
"brett",8
"briefly",8
"builders",8
"bulls",8
"burden",8
"burst",8
"californias",8
"cameras",8
"cameron",8
"capacity",8
"capitol",8
"casting",8
"cbs",8
"celebrations",8
"champagne",8
"charlotte",8
"chefs",8
"chill",8
"choir",8
"chunk",8
"city’s",8
"clark",8
"classmates",8
"climbing",8
"coastal",8
"collaboration",8
"colleague",8
"collected",8
"commerce",8
"commercials",8
"compiled",8
"connections",8
"consistency",8
"constitutional",8
"contribute",8
"cottage",8
"counsel",8
"counting",8
"couples",8
"courts",8
"crop",8
"crops",8
"crossing",8
"crowded",8
"crowds",8
"custom",8
"debts",8
"define",8
"delivered",8
"delivering",8
"demons",8
"deny",8
"depression",8
"desperately",8
"differently",8
"difficulty",8
"dimora",8
"disagree",8
"disney",8
"dispute",8
"distinction",8
"diversity",8
"dna",8
"donor",8
"drag",8
"dramatically",8
"drawn",8
"drops",8
"duck",8
"dump",8
"duty",8
"dynamic",8
"earthquake",8
"economist",8
"effectively",8
"elections",8
"electric",8
"emphasis",8
"employer",8
"enable",8
"enemies",8
"enemy",8
"engagement",8
"engineering",8
"entertaining",8
"eternal",8
"evident",8
"examine",8
"exceptional",8
"excitement",8
"exotic",8
"expanding",8
"exploring",8
"exposure",8
"extensive",8
"failing",8
"fascinating",8
"fbi",8
"federation",8
"files",8
"finishes",8
"firms",8
"flexible",8
"float",8
"floating",8
"flood",8
"founder",8
"francis",8
"frequent",8
"friendship",8
"frustration",8
"ga",8
"gasoline",8
"generous",8
"gently",8
"globe",8
"goodness",8
"goodnight",8
"gordon",8
"graham",8
"grandmother",8
"grandparents",8
"greek",8
"grief",8
"guilt",8
"guns",8
"handling",8
"hardest",8
"harrison",8
"hatred",8
"healthcare",8
"healthier",8
"heavens",8
"helpful",8
"hiding",8
"highlights",8
"hint",8
"hip",8
"honors",8
"hooked",8
"hug",8
"huh",8
"ian",8
"idaho",8
"identical",8
"immigrants",8
"impacted",8
"indian",8
"indianapolis",8
"industrial",8
"inevitable",8
"initiatives",8
"insight",8
"intentions",8
"involve",8
"ipads",8
"israeli",8
"jar",8
"jersey’s",8
"joining",8
"juan",8
"judges",8
"kills",8
"knights",8
"knock",8
"lab",8
"label",8
"larry",8
"lawsuit",8
"lebron",8
"legend",8
"legitimate",8
"lending",8
"lifted",8
"lifting",8
"lighting",8
"lightly",8
"linebacker",8
"linking",8
"lipstick",8
"liquid",8
"lisa",8
"listing",8
"lobby",8
"longtime",8
"luxury",8
"manhattan",8
"marie",8
"marking",8
"mask",8
"matches",8
"mate",8
"mcdonald",8
"mcmillan",8
"meantime",8
"meds",8
"melted",8
"memphis",8
"mentor",8
"mia",8
"mini",8
"minneapolis",8
"minority",8
"misdemeanor",8
"mob",8
"monitor",8
"moore",8
"morristown",8
"mother’s",8
"mph",8
"muscle",8
"muse",8
"nashville",8
"nc",8
"ncaa",8
"negotiations",8
"nephew",8
"nicely",8
"ninth",8
"nj",8
"nominated",8
"northeast",8
"object",8
"obsessed",8
"obsession",8
"obtained",8
"opinions",8
"oregonian",8
"oregons",8
"organize",8
"outdoor",8
"outs",8
"overwhelming",8
"owns",8
"pancakes",8
"panic",8
"partly",8
"passage",8
"passenger",8
"pays",8
"peak",8
"penn",8
"personality",8
"phase",8
"photographer",8
"phrase",8
"pickup",8
"pitchers",8
"plates",8
"poem",8
"polls",8
"pond",8
"porch",8
"portions",8
"possibilities",8
"potato",8
"potter",8
"pound",8
"poured",8
"pp",8
"premier",8
"preparation",8
"prop",8
"properties",8
"protected",8
"provisions",8
"ps",8
"psychedelic",8
"pu",8
"quarters",8
"racial",8
"raiders",8
"rams",8
"rb",8
"rear",8
"rebecca",8
"reed",8
"references",8
"refreshing",8
"regret",8
"regulations",8
"rejected",8
"releases",8
"rely",8
"reminds",8
"remote",8
"removing",8
"renewable",8
"reportedly",8
"requirements",8
"rescue",8
"resource",8
"resulted",8
"revelation",8
"rim",8
"roads",8
"rode",8
"rodriguez",8
"roses",8
"rotation",8
"rub",8
"russia",8
"sara",8
"saves",8
"scientific",8
"scientists",8
"screw",8
"sean",8
"seated",8
"secondary",8
"secrets",8
"senator",8
"sgt",8
"shadow",8
"shaped",8
"sheep",8
"shine",8
"shuttle",8
"silk",8
"singapore",8
"skill",8
"skirt",8
"smh",8
"smiled",8
"smiling",8
"soaked",8
"solve",8
"sony",8
"soundtrack",8
"sour",8
"spain",8
"spark",8
"sponsor",8
"sponsored",8
"stellar",8
"stern",8
"stout",8
"strategic",8
"strawberry",8
"strokes",8
"studios",8
"succeed",8
"successfully",8
"sufficient",8
"suggesting",8
"suite",8
"sum",8
"sundays",8
"suspected",8
"tampa",8
"teachings",8
"teammates",8
"tebow",8
"techniques",8
"teenage",8
"territory",8
"theft",8
"tho",8
"threatening",8
"ties",8
"titanic",8
"toilet",8
"tongue",8
"topics",8
"tossed",8
"tower",8
"towns",8
"toyota",8
"transit",8
"transparency",8
"travis",8
"treasury",8
"tremendous",8
"tries",8
"triple",8
"trivia",8
"trophy",8
"tunnel",8
"unbelievable",8
"unclear",8
"underneath",8
"units",8
"unlimited",8
"venture",8
"victorian",8
"virgin",8
"virtually",8
"visual",8
"vladimir",8
"vocabulary",8
"volunteer",8
"volunteers",8
"wallace",8
"warren",8
"watson",8
"websites",8
"whipped",8
"whites",8
"winds",8
"wire",8
"workout",8
"wound",8
"xd",8
"yelling",8
"-day",7
"-pm",7
"-sex",7
"abandoned",7
"accepting",7
"accusations",7
"ace",7
"achievement",7
"activist",7
"addiction",7
"adidas",7
"administrative",7
"advancing",7
"affairs",7
"aide",7
"aides",7
"aircraft",7
"airline",7
"airlines",7
"aisle",7
"akron",7
"al-qaida",7
"allegations",7
"altogether",7
"amazed",7
"analysis",7
"angel",7
"angle",7
"announcements",7
"answering",7
"antonio",7
"apologize",7
"appearing",7
"approaches",7
"arab",7
"armed",7
"armstrong",7
"arnold",7
"arrive",7
"arrives",7
"articles",7
"attraction",7
"attributed",7
"audiences",7
"audit",7
"awaits",7
"awarded",7
"backes",7
"backs",7
"backwards",7
"badge",7
"banking",7
"bare",7
"batch",7
"bath",7
"battery",7
"bday",7
"bearing",7
"beats",7
"beavers",7
"beds",7
"bee",7
"beliefs",7
"believable",7
"belly",7
"berkeley",7
"berry",7
"bicycle",7
"bidding",7
"bieber",7
"bishop",7
"blank",7
"blended",7
"blocking",7
"blogger",7
"blown",7
"blvd",7
"boardwalk",7
"bonds",7
"boulder",7
"bow",7
"brands",7
"brave",7
"brewing",7
"bribery",7
"brilliance",7
"bristol",7
"bryan",7
"bud",7
"bulbs",7
"butler",7
"butterflies",7
"buys",7
"bye",7
"cab",7
"cal",7
"carl",7
"cart",7
"casey",7
"casual",7
"categories",7
"cedar",7
"centuries",7
"ch",7
"chamber",7
"championships",7
"charm",7
"charts",7
"checks",7
"cheeks",7
"chemicals",7
"chick",7
"choosing",7
"chopped",7
"chorus",7
"christians",7
"cia",7
"circles",7
"clash",7
"clever",7
"climbed",7
"closest",7
"clue",7
"cole",7
"collections",7
"colleges",7
"column",7
"comeback",7
"communist",7
"compelled",7
"competing",7
"compromise",7
"conduct",7
"confirm",7
"consistently",7
"contacted",7
"cooler",7
"cops",7
"coral",7
"corn",7
"costco",7
"cotton",7
"counter",7
"crafts",7
"crappy",7
"criticism",7
"cruz",7
"curriculum",7
"d-iii",7
"d-iv",7
"damaged",7
"damned",7
"dana",7
"dances",7
"dawson",7
"debates",7
"default",7
"defending",7
"delaware",7
"delight",7
"demonstrate",7
"depth",7
"desired",7
"despair",7
"desperate",7
"detectives",7
"dh",7
"diane",7
"dimension",7
"directions",7
"disappointment",7
"discount",7
"discrimination",7
"distinct",7
"divided",7
"dollar",7
"dolphin",7
"donation",7
"donors",7
"dropping",7
"dude",7
"duet",7
"dumb",7
"ebay",7
"economists",7
"eddie",7
"edited",7
"editing",7
"effectiveness",7
"elastic",7
"electricity",7
"elements",7
"eliminating",7
"ellis",7
"emily",7
"employed",7
"enables",7
"encounters",7
"entitled",7
"equipped",7
"equity",7
"ernie",7
"ethics",7
"evans",7
"ex",7
"explanation",7
"explosion",7
"farther",7
"fastest",7
"fever",7
"finale",7
"financing",7
"finest",7
"fixing",7
"flavors",7
"floyd",7
"folded",7
"fortunate",7
"forum",7
"freezer",7
"fry",7
"fur",7
"furious",7
"gaga",7
"garage",7
"gary",7
"gates",7
"gen",7
"genetically",7
"gentleman",7
"gm",7
"goods",7
"goodwill",7
"grain",7
"grandfather",7
"granite",7
"gratitude",7
"guidance",7
"guitar",7
"harvest",7
"hates",7
"haul",7
"heal",7
"heavenly",7
"heritage",7
"highlighted",7
"hike",7
"hillside",7
"hip-hop",7
"hitchcock",7
"holly",7
"hometown",7
"homework",7
"horizon",7
"hosts",7
"households",7
"hudson",7
"hughes",7
"humanity",7
"hymel",7
"idol",7
"ie",7
"ignored",7
"incentive",7
"indicated",7
"industries",7
"innovation",7
"input",7
"insisted",7
"instruction",7
"instruments",7
"intellectual",7
"internal",7
"invest",7
"investigate",7
"ipod",7
"isaiah",7
"islands",7
"ivy",7
"jealous",7
"jean",7
"jeremy",7
"jews",7
"joshua",7
"journalists",7
"judgment",7
"jungle",7
"kate",7
"keeper",7
"keith",7
"ken",7
"knees",7
"knife",7
"knocked",7
"kyle",7
"laden",7
"lame",7
"lap",7
"laughs",7
"lawsuits",7
"leaf",7
"lean",7
"leap",7
"legislators",7
"lenders",7
"libraries",7
"lifestyle",7
"lighthouse",7
"liquor",7
"litigation",7
"liz",7
"lmfao",7
"logic",7
"loser",7
"louisville",7
"lounge",7
"loyal",7
"luke",7
"lung",7
"lure",7
"madness",7
"magnetic",7
"mainly",7
"mainstream",7
"mandate",7
"mans",7
"margin",7
"markers",7
"marry",7
"marshall",7
"mature",7
"maximum",7
"mcdonalds",7
"medication",7
"membership",7
"mens",7
"mets",7
"mid-s",7
"midwest",7
"mines",7
"mint",7
"misses",7
"mitch",7
"mitt",7
"modified",7
"moisture",7
"momentum",7
"morrow",7
"mound",7
"murphy",7
"museums",7
"mushrooms",7
"narrative",7
"needing",7
"needle",7
"netflix",7
"networking",7
"newest",7
"nightmare",7
"nolan",7
"notified",7
"notion",7
"nowhere",7
"nuts",7
"offspring",7
"operated",7
"oral",7
"orchestra",7
"ordinary",7
"outer",7
"overhead",7
"oversight",7
"overtime",7
"ownership",7
"packages",7
"pairs",7
"palin",7
"paradise",7
"paragraph",7
"parallel",7
"parkway",7
"participants",7
"participation",7
"patriots",7
"patron",7
"pause",7
"payment",7
"peanut",7
"pearls",7
"pee",7
"pencil",7
"pending",7
"permits",7
"personnel",7
"pet",7
"photographed",7
"photographs",7
"physician",7
"pile",7
"pilots",7
"pitt",7
"pittsburgh",7
"pockets",7
"poet",7
"poetry",7
"pollution",7
"pools",7
"pornography",7
"portion",7
"pours",7
"ppl",7
"practically",7
"praying",7
"premium",7
"prep",7
"presenting",7
"pressed",7
"principles",7
"procedure",7
"producers",7
"profiles",7
"programming",7
"projections",7
"prom",7
"promising",7
"promoting",7
"proposals",7
"protests",7
"pujols",7
"puppy",7
"rage",7
"rainy",7
"rallies",7
"ranked",7
"rays",7
"re-election",7
"realm",7
"recalls",7
"receipts",7
"receiver",7
"reception",7
"recommendations",7
"recorded",7
"recovered",7
"recreation",7
"reduction",7
"referring",7
"relation",7
"relieved",7
"remembering",7
"repeated",7
"repeatedly",7
"republic",7
"reservation",7
"reservations",7
"reserved",7
"residence",7
"residential",7
"resigned",7
"resist",7
"restore",7
"retreat",7
"returning",7
"revealing",7
"revenge",7
"revolution",7
"rewards",7
"riders",7
"rings",7
"rod",7
"roman",7
"romneys",7
"rough",7
"rounds",7
"roy",7
"russian",7
"samples",7
"scotland",7
"scottsdale",7
"screening",7
"seafood",7
"seating",7
"sellers",7
"separately",7
"severance",7
"sew",7
"shallow",7
"shelter",7
"shining",7
"shops",7
"signals",7
"signatures",7
"simon",7
"sketch",7
"skies",7
"skinny",7
"skype",7
"sleepy",7
"smelled",7
"snack",7
"socks",7
"soldier",7
"soviet",7
"sparked",7
"speakers",7
"spectacular",7
"spice",7
"spider",7
"spin",7
"springs",7
"squeeze",7
"stable",7
"stays",7
"steady",7
"steak",7
"stealing",7
"steen",7
"stepping",7
"steven",7
"strategies",7
"string",7
"studied",7
"substantial",7
"suggests",7
"survey",7
"survived",7
"sustain",7
"suv",7
"symbol",7
"tactics",7
"targeted",7
"targeting",7
"teenagers",7
"terrorist",7
"texting",7
"themes",7
"theyd",7
"three-day",7
"throws",7
"tin",7
"tommy",7
"tones",7
"toronto",7
"touchdowns",7
"touched",7
"tourism",7
"tours",7
"traditions",7
"transformed",7
"trapped",7
"treasure",7
"treating",7
"treats",7
"trek",7
"trillion",7
"trim",7
"trio",7
"troops",7
"troubled",7
"tucked",7
"tumor",7
"un",7
"unfair",7
"unfortunate",7
"uniform",7
"updates",7
"ups",7
"useless",7
"user",7
"vampire",7
"vegetarian",7
"venues",7
"verdict",7
"victoria",7
"wardrobe",7
"watches",7
"well-known",7
"whatsoever",7
"whiskey",7
"willingness",7
"wives",7
"wolf",7
"women’s",7
"wooden",7
"wrap",7
"wrestling",7
"xavier",7
"-foot-",6
"-hour",6
"“’re",6
"“good",6
"“oh",6
"abby",6
"abilities",6
"abraham",6
"abroad",6
"abusive",6
"accent",6
"accessible",6
"accompanied",6
"accomplished",6
"accurate",6
"acquired",6
"acquisition",6
"adopting",6
"adoption",6
"advantages",6
"advocate",6
"affair",6
"afterwards",6
"agencys",6
"aggressively",6
"ahh",6
"aikido",6
"albeit",6
"alert",6
"alicia",6
"alien",6
"allies",6
"altered",6
"amateur",6
"amen",6
"amongst",6
"anchor",6
"angles",6
"anticipation",6
"anxiety",6
"appealing",6
"appointed",6
"appointments",6
"apt",6
"argues",6
"arguments",6
"arise",6
"arlington",6
"aroma",6
"arthur",6
"ash",6
"ashley",6
"asia",6
"aspect",6
"assessment",6
"assessments",6
"associate",6
"assumption",6
"athlete",6
"attitudes",6
"australian",6
"autism",6
"automatic",6
"autumn",6
"av",6
"awww",6
"backed",6
"backing",6
"bankers",6
"bargaining",6
"barnes",6
"battling",6
"baylor",6
"beaches",6
"beads",6
"behave",6
"bend",6
"beth",6
"beverly",6
"beware",6
"bhutan",6
"bias",6
"bids",6
"biology",6
"bipolar",6
"bj",6
"blueberries",6
"blunt",6
"booked",6
"boosting",6
"bore",6
"bottles",6
"boulevard",6
"boundaries",6
"boxing",6
"brains",6
"brazil",6
"brunch",6
"brunswick",6
"bull",6
"bullshit",6
"burger",6
"businessman",6
"bust",6
"buyer",6
"cabin",6
"cages",6
"calcium",6
"camden",6
"canning",6
"cape",6
"capt",6
"cardinal",6
"careers",6
"carlos",6
"carlson",6
"carol",6
"carpet",6
"carries",6
"carrots",6
"cc",6
"cds",6
"celtics",6
"champions",6
"chapters",6
"charging",6
"chatting",6
"chiefs",6
"cholesterol",6
"clay",6
"cleaned",6
"cleaner",6
"clevelands",6
"clinical",6
"clinics",6
"clips",6
"coaching",6
"coalition",6
"coats",6
"coconut",6
"collaborative",6
"colours",6
"columns",6
"commentary",6
"committees",6
"companion",6
"compensation",6
"complained",6
"completion",6
"comprehensive",6
"concerning",6
"condo",6
"connecticut",6
"consensus",6
"considerable",6
"consistent",6
"constitution",6
"contained",6
"controlled",6
"controls",6
"convenient",6
"cooks",6
"coolest",6
"cooper",6
"cooperate",6
"copper",6
"corners",6
"costa",6
"cowboys",6
"crashes",6
"craving",6
"crawford",6
"creamy",6
"crib",6
"criteria",6
"crust",6
"culinary",6
"curiosity",6
"curry",6
"curse",6
"curve",6
"cvs",6
"d-ii",6
"dads",6
"damaging",6
"dame",6
"dancers",6
"darkness",6
"dash",6
"dealers",6
"deemed",6
"deepest",6
"departure",6
"depends",6
"depressed",6
"deserves",6
"destiny",6
"destroying",6
"destructive",6
"determination",6
"devil",6
"devoted",6
"diabetes",6
"diagnosed",6
"diaper",6
"differences",6
"digs",6
"diner",6
"dinners",6
"dip",6
"disappointing",6
"disclosure",6
"disorder",6
"disturbing",6
"diving",6
"document",6
"documentaries",6
"dodgers",6
"dolphins",6
"domain",6
"dome",6
"donna",6
"donuts",6
"dose",6
"doubts",6
"douglas",6
"drafted",6
"drain",6
"drank",6
"draws",6
"drying",6
"earl",6
"economics",6
"editorial",6
"editors",6
"educated",6
"eg",6
"elderly",6
"elegant",6
"eligibility",6
"eligible",6
"elmo",6
"embassy",6
"empire",6
"engineer",6
"engines",6
"enhanced",6
"enjoys",6
"enrollment",6
"ensemble",6
"enthusiasts",6
"equivalent",6
"espn",6
"establish",6
"establishment",6
"et",6
"evolution",6
"excerpt",6
"excess",6
"excessive",6
"existed",6
"extending",6
"external",6
"faerie",6
"fails",6
"feared",6
"feast",6
"feathers",6
"ff",6
"first-round",6
"fitzgerald",6
"fla",6
"flags",6
"flaws",6
"fled",6
"flies",6
"floral",6
"fluid",6
"focusing",6
"fog",6
"folk",6
"follower",6
"footage",6
"forcing",6
"forecast",6
"foreclosure",6
"forming",6
"forwards",6
"foul",6
"ft",6
"full-time",6
"functions",6
"fundamental",6
"fundraising",6
"gala",6
"gambling",6
"gate",6
"gather",6
"generations",6
"ginger",6
"glamour",6
"glendale",6
"go-",6
"governors",6
"gps",6
"grades",6
"grandchildren",6
"grants",6
"greed",6
"greg",6
"gregory",6
"habits",6
"hail",6
"halfway",6
"harden",6
"hardware",6
"hasn’t",6
"hats",6
"headache",6
"health-care",6
"heels",6
"hence",6
"historian",6
"hm",6
"holders",6
"holdings",6
"holocaust",6
"homeland",6
"hoops",6
"housewives",6
"howell",6
"hp",6
"hunting",6
"hurricane",6
"icon",6
"idiot",6
"ignore",6
"immigrant",6
"implementation",6
"incentives",6
"incorporate",6
"incorporated",6
"indigenous",6
"infant",6
"ingredient",6
"innovative",6
"instagram",6
"instant",6
"instrumental",6
"intact",6
"integrated",6
"intensely",6
"interceptions",6
"interim",6
"interstate",6
"interviewed",6
"invasion",6
"invisible",6
"inviting",6
"involvement",6
"islam",6
"issuing",6
"jacob",6
"jamie",6
"jeffrey",6
"jen",6
"jenny",6
"jerseys",6
"jesse",6
"jets",6
"joan",6
"jockey",6
"joel",6
"joes",6
"joint",6
"jonathan",6
"junk",6
"kasich",6
"keyboard",6
"kidney",6
"kit",6
"km",6
"knight",6
"kudos",6
"lacks",6
"lanes",6
"lash",6
"layers",6
"leagues",6
"learns",6
"lease",6
"lees",6
"legislature",6
"lengthy",6
"les",6
"lightning",6
"linda",6
"lindsay",6
"lining",6
"lit",6
"literacy",6
"literary",6
"lizards",6
"llc",6
"loaded",6
"locals",6
"lock",6
"loudly",6
"lovin",6
"lp",6
"lynch",6
"machines",6
"madrid",6
"magazines",6
"magical",6
"magnificent",6
"maiden",6
"maki",6
"mansion",6
"marrying",6
"mars",6
"mason",6
"masses",6
"melt",6
"mentally",6
"mercy",6
"merely",6
"merits",6
"messed",6
"messing",6
"mg",6
"michelle",6
"milan",6
"mill",6
"mills",6
"miracle",6
"miserable",6
"modest",6
"mondays",6
"monterey",6
"morals",6
"motorcycle",6
"municipal",6
"murdered",6
"murray",6
"mustard",6
"muted",6
"nascar",6
"negation",6
"neglect",6
"neighborhoods",6
"nerves",6
"nevada",6
"newer",6
"newly",6
"nhs",6
"nicks",6
"nigga",6
"nightclub",6
"nonprofit",6
"notre",6
"nowadays",6
"nutrition",6
"nw",6
"nylund",6
"oatmeal",6
"obesity",6
"oceans",6
"odds",6
"offenses",6
"ohios",6
"onion",6
"oo",6
"operate",6
"opted",6
"organisation",6
"organizer",6
"origin",6
"ornament",6
"oswego",6
"outlined",6
"outrageous",6
"overcome",6
"pac",6
"pacers",6
"pads",6
"painters",6
"pal",6
"palm",6
"parchment",6
"participant",6
"participated",6
"participating",6
"passionate",6
"paste",6
"patent",6
"paths",6
"penny",6
"pensions",6
"people’s",6
"perez",6
"permission",6
"peters",6
"photograph",6
"photographers",6
"physics",6
"piano",6
"picnic",6
"pig",6
"pillow",6
"pin",6
"pipeline",6
"pirates",6
"pissed",6
"pitching",6
"placement",6
"placing",6
"pleading",6
"pleas",6
"podge",6
"poison",6
"pope",6
"popped",6
"popularity",6
